0	0
0	1
2	0
2	1
2	2
3	0
3	1
3	3
4	0
4	1
4	4
5	0
5	1
5	5
6	0
6	6
7	0
7	1
8	0
8	2
9	0
9	3
10	0
10	7
11	0
11	8
12	0
12	5
13	0
13	9
14	0
14	10
15	0
15	11
16	0
16	4
17	0
17	6
18	0
18	2
18	6
19	12
19	13
19	0
20	12
20	14
20	0
21	12
21	15
21	0
22	16
22	0
23	0
23	2
23	6
24	0
25	17
25	0
26	0
26	2
26	7
27	0
27	2
27	4
28	18
28	0
29	19
29	0
30	0
30	20
31	0
31	2
31	5
32	21
32	0
33	22
33	0
34	0
34	23
35	0
35	24
35	3
36	0
36	24
36	4
37	25
37	0
38	16
38	0
39	26
39	0
40	0
40	27
41	0
41	28
41	6
42	0
42	1
42	7
43	0
43	29
44	30
44	0
45	31
45	0
46	32
46	0
47	0
47	28
47	4
48	33
48	0
49	34
49	13
49	0
50	0
51	25
51	0
52	35
52	0
53	36
53	0
54	13
54	14
54	0
55	37
55	0
56	38
56	0
57	39
57	0
58	15
58	13
58	0
59	0
59	2
59	40
60	41
60	0
61	42
61	14
61	0
62	17
62	0
63	33
63	0
64	43
64	0
65	0
65	1
65	44
66	45
66	0
67	46
67	0
68	47
68	0
69	34
69	12
69	0
70	48
70	0
71	49
71	0
72	50
72	14
72	0
73	0
73	2
73	7
74	0
74	7
75	34
75	13
75	0
76	34
76	14
76	0
77	34
77	15
77	0
78	0
78	1
78	2
79	0
79	2
80	12
80	13
80	0
81	0
81	3
82	0
82	1
82	3
83	51
83	0
84	52
84	0
85	53
85	0
86	54
86	0
87	55
87	0
88	15
88	14
88	0
89	26
89	0
90	51
90	0
91	0
91	34
92	12
92	56
92	0
93	57
93	0
94	58
94	0
95	59
95	0
96	60
96	0
97	52
97	0
98	13
98	14
98	0
99	53
99	0
100	15
100	14
100	0
101	55
101	0
102	54
102	0
103	43
103	0
104	61
104	0
105	0
105	34
106	62
106	0
107	0
107	1
107	9
108	63
108	0
109	64
109	0
110	12
110	56
110	0
111	65
111	0
112	0
112	14
113	61
113	0
114	66
114	0
115	67
115	0
116	46
116	0
117	68
117	0
118	62
118	0
119	0
119	14
120	65
120	0
121	13
121	69
121	0
122	70
122	0
123	38
123	0
124	12
124	15
124	0
125	34
125	15
125	0
126	0
126	1
126	5
127	0
127	1
127	9
128	71
128	0
129	68
129	0
130	72
130	0
131	30
131	0
132	66
132	0
133	73
133	0
134	71
134	0
135	0
135	2
135	11
136	22
136	0
137	72
137	0
138	73
138	0
139	0
139	15
140	0
140	15
141	42
141	14
141	0
142	0
142	24
142	4
143	0
143	4
144	1
144	34
145	1
145	12
146	1
146	15
147	1
147	13
148	1
148	14
149	1
149	74
150	0
150	1
150	4
151	0
151	1
151	6
152	75
152	1
153	1
153	2
154	76
154	1
155	77
155	1
156	78
156	1
157	79
157	7
157	1
158	75
158	3
158	1
159	80
159	1
160	79
160	5
160	1
161	81
161	1
162	82
162	1
163	75
163	4
163	1
164	83
164	1
165	84
165	1
166	1
166	2
166	34
167	1
167	34
168	34
168	13
168	1
169	34
169	14
169	1
170	34
170	15
170	1
171	1
171	2
171	12
172	1
172	2
172	34
173	1
173	2
173	15
174	1
174	2
174	13
175	1
175	2
175	14
176	1
176	2
176	74
177	12
177	13
177	1
178	1
178	12
179	1
179	2
179	12
180	12
180	14
180	1
181	12
181	15
181	1
182	0
182	1
182	6
183	34
183	13
183	1
184	85
184	1
185	86
185	1
186	12
186	13
186	1
187	87
187	1
188	1
188	15
189	88
189	1
190	89
190	1
191	15
191	13
191	1
192	90
192	1
193	13
193	14
193	1
194	15
194	14
194	1
195	91
195	1
196	92
196	1
197	93
197	1
198	0
198	1
198	44
199	85
199	1
200	94
200	1
201	34
201	12
201	1
202	95
202	1
203	50
203	15
203	1
204	96
204	1
205	97
205	1
206	98
206	1
207	86
207	1
208	99
208	1
209	93
209	1
210	1
210	15
211	100
211	1
212	101
212	1
213	15
213	14
213	1
214	92
214	1
215	102
215	1
216	103
216	1
217	104
217	1
218	105
218	1
219	98
219	1
220	1
220	12
221	106
221	1
222	107
222	1
223	108
223	1
224	109
224	1
225	94
225	1
226	110
226	1
227	111
227	1
228	103
228	1
229	15
229	112
229	1
230	113
230	1
231	13
231	14
231	1
232	34
232	112
232	1
233	114
233	1
234	34
234	12
234	1
235	99
235	1
236	104
236	1
