0	0
1	1
1	2
1	3
2	4
3	5
3	2
4	6
5	7
5	1
6	8
6	2
7	9
7	2
8	10
9	11
9	1
10	12
10	2
11	13
12	14
13	15
14	16
15	17
16	18
16	2
17	19
17	20
18	21
19	22
20	23
21	24
22	25
23	26
23	27
24	28
25	29
26	30
27	31
28	32
29	33
30	34
31	35
32	36
32	37
33	38
34	39
35	40
36	41
37	42
38	43
39	44
40	45
41	46
42	47
43	48
44	49
45	50
45	51
46	52
47	53
48	54
49	55
50	56
51	57
52	58
53	59
54	60
55	61
56	4
57	1
57	2
57	3
58	6
59	5
59	2
60	8
60	2
61	7
61	1
62	10
63	9
63	2
64	11
64	1
65	13
66	12
66	2
67	15
68	14
69	17
70	16
71	19
71	20
72	18
72	2
73	22
74	21
75	24
76	23
77	26
77	27
78	25
79	29
80	28
81	31
82	30
83	33
84	32
85	35
86	34
87	38
88	36
88	37
89	40
90	39
91	42
92	41
93	44
94	43
95	46
96	45
97	48
98	47
99	50
99	51
100	49
101	53
102	52
103	55
104	54
105	57
106	56
107	59
108	58
109	61
110	60
111	62
111	63
112	2
112	64
113	65
114	1
114	66
115	67
115	2
116	68
117	69
117	1
118	70
118	2
119	71
119	2
120	36
120	72
121	73
122	74
123	75
124	76
125	77
125	2
126	78
127	79
128	80
129	81
130	82
131	83
132	84
133	85
134	86
135	87
135	20
136	88
137	89
138	90
138	91
139	92
140	93
141	94
142	95
143	96
144	97
145	98
146	99
147	100
148	101
148	102
149	103
150	104
151	105
152	106
153	107
154	108
155	109
156	110
157	111
158	112
159	113
160	114
161	115
162	116
163	117
164	118
165	65
166	2
166	64
167	67
167	2
168	1
168	66
169	68
170	70
170	2
171	69
171	1
172	36
172	72
173	71
173	2
174	74
175	73
176	76
177	75
178	78
179	77
179	2
180	80
181	79
182	82
183	81
184	84
185	83
186	86
187	85
188	88
189	87
189	20
190	90
190	91
191	89
192	93
193	92
194	95
195	94
196	97
197	96
198	99
199	98
200	101
200	102
201	100
202	104
203	103
204	106
205	105
206	108
207	107
208	110
209	109
210	112
211	111
212	114
213	113
214	116
215	115
216	118
217	117
218	26
218	119
219	120
220	1
220	2
220	121
221	122
222	123
223	124
223	1
224	125
225	126
226	127
227	128
228	129
228	2
229	130
229	1
230	131
231	36
231	132
232	133
233	134
233	51
234	135
235	136
236	137
237	138
238	139
239	140
240	141
240	1
241	142
241	143
242	144
243	145
244	146
245	147
246	148
247	149
248	150
248	1
249	151
250	152
251	153
252	154
253	155
254	156
254	1
255	157
256	158
257	159
258	160
259	161
259	162
260	163
260	164
261	165
262	166
263	167
264	168
265	169
266	120
267	122
268	1
268	2
268	121
269	123
270	124
270	1
271	126
272	125
273	128
274	127
275	130
275	1
276	129
276	2
277	36
277	132
278	131
279	134
279	51
280	133
281	136
282	135
283	137
284	138
285	140
286	139
287	142
287	143
288	141
288	1
289	145
290	144
291	147
292	146
293	149
294	148
295	151
296	150
296	1
297	153
298	152
299	155
300	154
301	157
302	156
302	1
303	159
304	158
305	161
305	162
306	160
307	165
308	163
308	164
309	167
310	166
311	169
312	168
313	170
313	20
314	171
315	172
316	173
317	174
318	175
319	176
320	177
321	178
322	179
323	180
324	181
325	182
326	183
327	184
328	185
329	186
330	187
331	188
332	189
333	101
333	190
334	191
335	192
335	91
336	193
337	194
337	63
338	195
339	196
340	197
341	198
342	199
343	200
344	201
345	202
346	203
347	204
348	205
349	206
350	207
351	208
352	209
353	210
354	211
355	212
356	213
357	214
358	215
359	216
360	171
361	172
362	173
363	175
364	174
365	177
366	176
367	178
368	180
369	179
370	182
371	181
372	184
373	183
374	186
375	185
376	188
377	187
378	101
378	190
379	189
380	192
380	91
381	191
382	194
382	63
383	193
384	196
385	195
386	198
387	197
388	200
389	199
390	202
391	201
392	204
393	203
394	206
395	205
396	208
397	207
398	210
399	209
400	212
401	211
402	214
403	213
404	216
405	215
406	217
406	91
407	218
407	219
408	2
408	64
409	220
409	1
410	221
411	222
411	20
412	101
412	223
413	224
413	1
414	225
415	226
416	227
417	228
418	229
419	230
420	231
420	1
421	232
421	233
422	234
423	235
424	236
425	237
426	238
427	239
428	240
429	241
430	242
430	1
431	243
432	244
433	245
434	246
435	247
436	248
436	1
437	249
438	250
438	51
439	251
440	252
441	253
442	254
443	255
444	256
445	257
445	258
446	259
447	260
448	218
448	219
449	220
449	1
450	2
450	64
451	222
451	20
452	221
453	101
453	223
454	224
454	1
455	226
456	225
457	228
458	227
459	230
460	229
461	232
461	233
462	231
462	1
463	234
464	235
465	236
466	237
467	239
468	238
469	241
470	240
471	243
472	242
472	1
473	245
474	244
475	247
476	246
477	249
478	248
478	1
479	251
480	250
480	51
481	253
482	252
483	255
484	254
485	257
485	258
486	256
487	260
488	259
489	36
489	261
490	262
491	263
492	264
493	265
494	266
495	267
496	268
497	269
498	270
499	271
500	272
500	51
501	273
502	26
502	274
503	275
504	276
505	277
506	278
507	279
508	280
509	281
510	282
511	283
512	284
513	285
514	286
515	287
516	288
517	289
518	290
519	291
520	292
521	293
522	294
523	295
524	296
525	297
526	298
527	299
528	300
529	301
530	302
531	303
532	304
533	262
534	264
535	263
536	265
537	266
538	268
539	267
540	270
541	269
542	272
542	51
543	271
544	26
544	274
545	273
546	276
547	275
548	278
549	277
550	280
551	279
552	282
553	281
554	284
555	283
556	286
557	285
558	288
559	287
560	290
561	289
562	292
563	291
564	294
565	293
566	296
567	295
568	298
569	297
570	300
571	299
572	302
573	301
574	304
575	303
576	305
576	51
577	26
577	306
578	307
579	308
580	309
581	310
582	311
583	312
584	313
585	314
586	315
587	316
588	317
589	318
590	319
591	320
592	321
593	322
594	323
595	324
596	325
597	326
598	327
598	328
599	329
600	330
601	331
602	332
603	333
604	334
605	335
606	336
607	337
607	91
608	338
608	339
609	340
610	341
611	342
612	343
613	344
614	26
614	306
615	308
616	307
617	309
618	311
619	310
620	313
621	312
622	315
623	314
624	316
625	318
626	317
627	320
628	319
629	321
630	322
631	324
632	323
633	326
634	325
635	327
635	328
636	330
637	329
638	332
639	331
640	333
641	335
642	334
643	337
643	91
644	336
645	340
646	338
646	339
647	342
648	341
649	344
650	343
651	257
651	345
651	346
652	347
653	348
653	2
654	349
655	350
656	351
656	346
656	352
657	346
657	353
658	354
658	1
659	355
660	356
661	357
662	358
663	359
664	360
665	361
666	362
667	363
668	364
669	365
670	366
671	367
672	368
673	369
674	370
675	371
676	372
677	373
678	374
679	375
680	376
681	377
682	378
683	379
684	380
684	381
684	346
685	382
686	383
687	63
687	384
687	346
688	346
688	353
689	385
690	386
691	387
692	388
693	348
693	2
694	347
695	350
696	349
697	346
697	353
698	351
698	346
698	352
699	355
700	354
700	1
701	357
702	356
703	359
704	358
705	361
706	360
707	363
708	362
709	365
710	364
711	367
712	366
713	369
714	368
715	371
716	370
717	373
718	372
719	375
720	374
721	377
722	376
723	379
724	378
725	380
725	381
725	346
726	383
727	382
728	346
728	353
729	63
729	384
729	346
730	386
731	385
732	388
733	387
734	389
734	390
734	232
735	391
736	392
737	393
737	1
738	394
739	389
739	395
739	352
740	389
740	396
741	397
742	398
743	399
744	400
745	401
746	402
747	403
748	404
749	405
750	406
751	407
752	408
753	409
754	410
755	411
756	412
757	413
758	414
759	415
760	416
761	417
762	418
763	419
764	420
765	421
766	422
767	142
767	423
767	389
768	424
769	425
770	36
770	426
770	427
771	389
771	396
772	428
773	429
774	392
775	391
776	394
777	393
777	1
778	389
778	396
779	389
779	395
779	352
780	398
781	397
782	400
783	399
784	402
785	401
786	404
787	403
788	406
789	405
790	408
791	407
792	410
793	409
794	412
795	411
796	414
797	413
798	416
799	415
800	418
801	417
802	420
803	419
804	422
805	421
806	142
806	423
806	389
807	425
808	424
809	389
809	396
810	36
810	426
810	427
811	429
812	428
813	101
813	430
814	431
814	91
815	63
815	432
816	433
817	434
818	435
819	436
820	437
821	438
822	439
823	440
824	441
825	442
826	443
827	444
828	445
829	446
830	447
831	448
832	449
833	381
833	450
834	142
834	451
835	452
836	453
837	454
838	455
839	456
840	457
841	26
841	458
842	459
843	460
844	431
844	91
845	433
846	63
846	432
847	435
848	434
849	436
850	437
851	438
852	439
853	440
854	442
855	441
856	444
857	443
858	445
859	447
860	446
861	449
862	448
863	381
863	450
864	452
865	142
865	451
866	454
867	453
868	456
869	455
870	26
870	458
871	457
872	460
873	459
874	380
874	381
874	346
875	461
876	462
876	2
877	463
878	464
879	465
880	466
881	467
882	468
883	469
884	470
885	471
886	472
887	473
888	474
889	475
890	476
891	477
892	478
893	479
894	480
895	481
896	482
897	483
898	484
899	485
